"batch_id","run_id","agent_name","graph_name","sequence","cycle","cycle_timestamp","duration_ms","file","line","event_count","opportunistic_detected_count","opportunistic_prompt_visible_count","selection_count","contingency_event_count","contingency_guidance_event_count"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","304","303","2026-06-07T16:05:01.433+00:00","2349","react_ccrs_mazeV1_01_20260607_174940.log","12569","9","3","3","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","305","304","2026-06-07T16:05:04.081+00:00","2648","react_ccrs_mazeV1_01_20260607_174940.log","12671","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","306","305","2026-06-07T16:05:07.970+00:00","3889","react_ccrs_mazeV1_01_20260607_174940.log","12686","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","307","306","2026-06-07T16:05:10.546+00:00","2576","react_ccrs_mazeV1_01_20260607_174940.log","12695","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","308","307","2026-06-07T16:05:13.101+00:00","2555","react_ccrs_mazeV1_01_20260607_174940.log","12781","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","309","308","2026-06-07T16:05:17.125+00:00","4024","react_ccrs_mazeV1_01_20260607_174940.log","12796","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","310","309","2026-06-07T16:05:36.935+00:00","19810","react_ccrs_mazeV1_01_20260607_174940.log","13004","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","311","310","2026-06-07T16:05:39.293+00:00","2358","react_ccrs_mazeV1_01_20260607_174940.log","13013","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","312","311","2026-06-07T16:05:41.959+00:00","2666","react_ccrs_mazeV1_01_20260607_174940.log","13099","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","313","312","2026-06-07T16:05:45.333+00:00","3374","react_ccrs_mazeV1_01_20260607_174940.log","13114","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","314","313","2026-06-07T16:05:47.477+00:00","2144","react_ccrs_mazeV1_01_20260607_174940.log","13123","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","315","314","2026-06-07T16:05:49.701+00:00","2224","react_ccrs_mazeV1_01_20260607_174940.log","13209","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","316","315","2026-06-07T16:05:53.642+00:00","3941","react_ccrs_mazeV1_01_20260607_174940.log","13224","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","317","316","2026-06-07T16:05:57.219+00:00","3577","react_ccrs_mazeV1_01_20260607_174940.log","13239","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","318","317","2026-06-07T16:05:59.431+00:00","2212","react_ccrs_mazeV1_01_20260607_174940.log","13248","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","319","318","2026-06-07T16:06:01.746+00:00","2315","react_ccrs_mazeV1_01_20260607_174940.log","13334","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","320","319","2026-06-07T16:06:04.153+00:00","2407","react_ccrs_mazeV1_01_20260607_174940.log","13420","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","321","320","2026-06-07T16:06:07.792+00:00","3639","react_ccrs_mazeV1_01_20260607_174940.log","13435","5","0","0","1","2","0"
