"batch_id","run_id","line","mase_run_id","type","timestamp","agent","cell","graph","transaction_id","archive_id"
"react-baseline-vs-ccrs-v2","700-baseline","4983","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569781134","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/9/2","5289","6542688"
"react-baseline-vs-ccrs-v2","700-baseline","4984","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569786569","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/8/2",,"-1","6542689"
"react-baseline-vs-ccrs-v2","700-baseline","4985","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569786573","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/8/2","5290","6542690"
"react-baseline-vs-ccrs-v2","700-baseline","4986","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569791810","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/7/2",,"-1","6542691"
"react-baseline-vs-ccrs-v2","700-baseline","4987","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569791813","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/7/2","5291","6542692"
"react-baseline-vs-ccrs-v2","700-baseline","4988","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569800343","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/7/3",,"-1","6542693"
"react-baseline-vs-ccrs-v2","700-baseline","4989","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569800345","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/7/3","5292","6542694"
"react-baseline-vs-ccrs-v2","700-baseline","4990","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569806162","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/7/4",,"-1","6542695"
"react-baseline-vs-ccrs-v2","700-baseline","4991","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569806165","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/7/4","5293","6542696"
"react-baseline-vs-ccrs-v2","700-baseline","4992","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569811463","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/8/4",,"-1","6542697"
"react-baseline-vs-ccrs-v2","700-baseline","4993","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569811465","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/8/4","5294","6542698"
"react-baseline-vs-ccrs-v2","700-baseline","4994","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569816844","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/8/5",,"-1","6542699"
"react-baseline-vs-ccrs-v2","700-baseline","4995","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569816852","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/8/5","5295","6542700"
"react-baseline-vs-ccrs-v2","700-baseline","4996","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569821964","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/8/6",,"-1","6542701"
"react-baseline-vs-ccrs-v2","700-baseline","4997","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569821976","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/8/6","5296","6542702"
"react-baseline-vs-ccrs-v2","700-baseline","4998","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569827258","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/9/6",,"-1","6542703"
"react-baseline-vs-ccrs-v2","700-baseline","4999","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569827260","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/9/6","5297","6542704"
"react-baseline-vs-ccrs-v2","700-baseline","5000","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569835953","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/10/6",,"-1","6542705"
"react-baseline-vs-ccrs-v2","700-baseline","5001","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569835955","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/10/6","5298","6542706"
"react-baseline-vs-ccrs-v2","700-baseline","5002","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569844590","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/6",,"-1","6542707"
"react-baseline-vs-ccrs-v2","700-baseline","5003","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569844598","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/6","5299","6542708"
"react-baseline-vs-ccrs-v2","700-baseline","5004","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569849730","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/7",,"-1","6542709"
"react-baseline-vs-ccrs-v2","700-baseline","5005","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569849732","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/7","5300","6542710"
"react-baseline-vs-ccrs-v2","700-baseline","5006","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569855334","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/8",,"-1","6542711"
"react-baseline-vs-ccrs-v2","700-baseline","5007","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569855337","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/8","5301","6542712"
"react-baseline-vs-ccrs-v2","700-baseline","5008","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569863086","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/9",,"-1","6542713"
"react-baseline-vs-ccrs-v2","700-baseline","5009","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569863088","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/9","5302","6542714"
"react-baseline-vs-ccrs-v2","700-baseline","5010","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569868298","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/10/9",,"-1","6542715"
"react-baseline-vs-ccrs-v2","700-baseline","5011","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569868301","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/10/9","5303","6542716"
"react-baseline-vs-ccrs-v2","700-baseline","5012","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569876806","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/9",,"-1","6542717"
"react-baseline-vs-ccrs-v2","700-baseline","5013","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569876811","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/9","5304","6542718"
"react-baseline-vs-ccrs-v2","700-baseline","5014","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569882704","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/10",,"-1","6542719"
"react-baseline-vs-ccrs-v2","700-baseline","5015","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569882715","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/10","5305","6542720"
"react-baseline-vs-ccrs-v2","700-baseline","5016","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569887971","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/11",,"-1","6542721"
"react-baseline-vs-ccrs-v2","700-baseline","5017","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569887973","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/11","5306","6542722"
"react-baseline-vs-ccrs-v2","700-baseline","5018","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569897640","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/12/11",,"-1","6542723"
"react-baseline-vs-ccrs-v2","700-baseline","5019","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569897642","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/11","5307","6542724"
"react-baseline-vs-ccrs-v2","700-baseline","5020","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569979357","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/11",,"-1","6542725"
"react-baseline-vs-ccrs-v2","700-baseline","5021","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569979360","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/11","5308","6542726"
"react-baseline-vs-ccrs-v2","700-baseline","5022","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569985061","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/10/11",,"-1","6542727"
"react-baseline-vs-ccrs-v2","700-baseline","5023","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569985063","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/10/11","5309","6542728"
"react-baseline-vs-ccrs-v2","700-baseline","5024","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570044207","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/11",,"-1","6542729"
"react-baseline-vs-ccrs-v2","700-baseline","5025","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570044211","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/11","5310","6542730"
"react-baseline-vs-ccrs-v2","700-baseline","5026","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570050034","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/10",,"-1","6542731"
"react-baseline-vs-ccrs-v2","700-baseline","5027","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570050037","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/10","5311","6542732"
"react-baseline-vs-ccrs-v2","700-baseline","5028","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570055918","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/9",,"-1","6542733"
"react-baseline-vs-ccrs-v2","700-baseline","5029","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570055928","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/9","5312","6542734"
"react-baseline-vs-ccrs-v2","700-baseline","5030","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570063420","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/8",,"-1","6542735"
"react-baseline-vs-ccrs-v2","700-baseline","5031","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570063422","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/8","5313","6542736"
"react-baseline-vs-ccrs-v2","700-baseline","5032","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570074652","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/7",,"-1","6542737"
"react-baseline-vs-ccrs-v2","700-baseline","5033","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570074654","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/7","5314","6542738"
"react-baseline-vs-ccrs-v2","700-baseline","5034","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782570099212","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/6",,"-1","6542739"
"react-baseline-vs-ccrs-v2","700-baseline","5035","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782570099216","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/6","5315","6542740"
